date,site,AQI,composite_index,pm10,pm2.5,so2,no2,co,o3
2025/1/3,丰南区,65,3.694,58,34,6,52,0.8,47
2025/1/3,信都区,65,4.276,80,46,12,42,1,51
2025/1/3,新华区(沧州),65,3.986,62,41,7,52,0.8,50
2025/1/3,东光县,65,4.125,63,39,16,52,0.7,59
2025/1/3,孟村回族自治县,65,4.582,72,46,20,52,1,57
2025/1/3,井陉县,64,4.175,77,29,44,40,0.7,54
2025/1/3,莲池区,64,4.066,78,44,5,46,0.6,50
2025/1/3,徐水区,64,4.007,78,40,9,46,0.6,48
2025/1/3,易县,64,4.25,78,42,16,42,1.1,55
2025/1/3,青县,64,3.908,62,40,10,51,0.7,42
2025/1/3,长安区,63,4.119,75,38,12,48,1,50
2025/1/3,路南区,63,3.394,54,26,7,50,0.7,54
2025/1/3,丰润区,63,3.878,62,34,8,50,1.2,54
2025/1/3,滦南县,63,3.44,54,23,12,50,0.8,58
2025/1/3,景县,63,4.13,62,45,14,45,0.8,64
2025/1/3,平山县,62,3.883,73,30,14,49,0.8,52
2025/1/3,路北区,62,3.235,52,24,6,49,0.6,53
2025/1/3,满城区,62,4.145,73,42,8,49,0.6,63
2025/1/3,盐山县,62,4.352,72,40,22,49,0.8,62
2025/1/3,泊头市,62,4.14,61,42,18,49,0.7,59
2025/1/3,桃城区,62,4.088,70,44,12,42,0.7,65
2025/1/3,阜城县,62,3.987,64,38,12,49,0.6,66
2025/1/3,灵寿县,60,3.772,70,31,10,48,0.8,51
2025/1/3,曹妃甸区,60,3.061,40,23,11,48,0.6,48
2025/1/3,竞秀区,60,3.82,70,42,5,40,0.7,58
2025/1/3,固安县,60,3.184,55,22,9,48,0.4,51
2025/1/3,鹿泉区,58,3.978,64,40,14,46,0.8,54
2025/1/3,曲阳县,58,3.822,66,36,15,39,0.8,68
2025/1/3,古冶区,57,3.378,63,24,10,41,0.9,60
2025/1/3,开平区,57,3.225,48,26,8,45,0.8,54
2025/1/3,顺平县,57,3.347,64,28,14,34,0.7,60
2025/1/3,蔚县,57,3.451,63,26,20,30,1.2,68
2025/1/3,滦州市,55,3.293,52,21,15,44,0.9,60
2025/1/3,望都县,55,3.48,59,30,10,43,0.6,62
2025/1/3,广阳区,54,2.849,44,21,5,43,0.4,58
2025/1/3,安次区,53,2.875,44,22,4,42,0.6,56
2025/1/3,双滦区,52,3.245,54,22,20,40,0.8,50
2025/1/3,宣化区,51,2.926,52,22,10,33,0.8,58
2025/1/3,迁西县,50,2.973,50,30,8,27,1,55
2025/1/3,玉田县,50,2.898,45,24,6,40,0.6,51
2025/1/3,鹰手营子矿区,50,2.868,50,20,8,36,0.8,56
2025/1/3,阜平县,49,2.963,40,22,12,39,0.6,70
2025/1/3,遵化市,48,3.054,48,26,9,37,0.9,52
2025/1/3,卢龙县,48,3.019,46,22,14,38,0.8,56
2025/1/3,怀安县,48,2.244,24,9,12,38,0.5,59
2025/1/3,香河县,48,2.8,42,24,5,38,0.6,53
2025/1/3,抚宁区,47,2.796,47,18,16,32,0.6,63
2025/1/3,迁安市,46,2.558,46,19,8,26,0.6,68
2025/1/3,三河市,45,2.427,40,15,5,36,0.5,51
2025/1/3,北戴河区,44,2.554,36,16,8,35,0.6,68
2025/1/3,承德县,44,2.538,44,20,9,30,0.6,46
2025/1/3,大厂回族自治县,44,2.629,42,22,6,35,0.5,48
2025/1/3,海港区,43,2.574,39,20,5,34,0.5,62
2025/1/3,双桥区,43,2.674,43,22,9,33,0.7,45
2025/1/3,平泉市,43,3.134,43,30,21,27,1,62
2025/1/3,兴隆县,42,2.319,34,14,5,33,0.6,60
2025/1/3,丰宁满族自治县,42,2.838,42,26,14,26,1,58
2025/1/3,崇礼区,41,1.391,14,8,6,12,0.2,82
2025/1/3,青龙满族自治县,40,1.936,24,12,6,20,0.6,80
2025/1/3,阳原县,40,2.288,40,14,13,24,0.5,60
2025/1/3,昌黎县,39,2.507,39,15,14,28,0.6,70
2025/1/3,赤城县,39,1.338,12,6,8,10,0.5,78
2025/1/3,隆化县,39,2.536,37,17,20,31,0.5,46
2025/1/3,下花园区,37,1.894,27,6,9,29,0.6,50
2025/1/3,康保县,37,0.931,8,3,6,4,0.3,73
2025/1/3,围场满族蒙古族自治县,37,2.377,36,19,11,22,0.5,74
2025/1/3,涞源县,36,2.513,32,15,20,26,0.8,71
2025/1/3,沽源县,36,1.422,14,4,8,17,0.4,72
2025/1/3,怀来县,36,1.542,16,10,8,14,0.4,71
2025/1/3,山海关区,35,2.146,28,16,5,28,0.4,65
2025/1/3,宽城满族自治县,35,2.339,28,14,20,28,0.6,57
2025/1/3,张北县,34,1.606,14,8,8,20,0.5,67
2025/1/3,涿鹿县,34,2.027,34,13,8,20,0.5,66
2025/1/3,滦平县,34,2.313,29,16,7,27,1,64
2025/1/3,尚义县,33,1.837,20,11,6,25,0.4,66
2025/1/3,桥东区,31,1.666,28,12,4,15,0.4,61
2025/1/3,万全区,31,1.905,22,12,10,22,0.6,61
2025/1/3,桥西区(张家口),30,1.701,30,12,4,16,0.4,58
2025/1/4,威县,208,10.277,209,158,23,68,1.6,47
2025/1/4,临西县,208,10.335,214,158,26,62,1.6,61
2025/1/4,馆陶县,198,9.511,186,148,18,64,1.6,52
2025/1/4,大名县,190,9.407,193,143,14,69,1.3,45
2025/1/4,故城县,190,9.248,182,143,18,62,1.2,66
2025/1/4,清河县,185,9.452,199,139,18,64,1.4,62
2025/1/4,邱县,172,8.814,188,130,14,62,1.4,45
2025/1/4,广宗县,169,8.953,180,128,18,72,1.4,44
2025/1/4,枣强县,166,8.792,191,126,18,58,1.3,62
2025/1/4,景县,159,8.167,159,121,17,60,1.2,57
2025/1/4,广平县,156,8.281,176,119,16,58,1.4,48
2025/1/4,魏县,155,8.34,179,118,12,62,1.4,50
2025/1/4,南宫市,153,8.669,179,117,24,68,1.4,51
2025/1/4,吴桥县,153,8.324,170,117,20,63,1.2,55
2025/1/4,肥乡区,150,8.067,174,115,14,58,1.2,50
2025/1/4,平乡县,147,8.341,173,112,20,68,1.5,42
2025/1/4,冀州区,144,8.274,162,110,22,73,1.3,48
2025/1/4,曲周县,142,8.249,166,108,16,76,1.4,44
2025/1/4,南皮县,142,7.8,154,108,14,66,1.2,53
2025/1/4,武邑县,142,7.694,142,108,16,70,1.2,42
2025/1/4,新河县,140,7.871,148,107,21,68,1.3,52
2025/1/4,新华区(沧州),139,7.41,142,106,11,64,1.2,43
2025/1/4,孟村回族自治县,139,8.004,152,106,28,67,1.2,58
2025/1/4,阜城县,138,7.794,152,105,16,70,1.2,49
2025/1/4,东光县,137,7.878,160,104,20,66,1.2,54
2025/1/4,泊头市,135,7.68,142,103,23,69,1.2,48
2025/1/4,桃城区,135,7.477,152,103,18,57,1.2,54
2025/1/4,运河区,134,7.532,148,102,16,68,1.1,42
2025/1/4,黄骅市,134,7.847,149,102,19,74,1.3,50
2025/1/4,海兴县,133,7.796,150,101,28,67,1.2,52
2025/1/4,临漳县,132,7.401,158,100,12,60,1.3,42
2025/1/4,鸡泽县,132,7.652,161,100,17,63,1.5,42
2025/1/4,巨鹿县,132,7.193,130,100,16,62,1.4,50
2025/1/4,沧县,130,7.526,150,99,19,67,1.2,42
2025/1/4,沙河市,128,7.714,156,97,20,67,2,33
2025/1/4,南和区,127,7.562,153,96,17,72,1.4,32
2025/1/4,永清县,127,7.424,143,96,12,76,1.4,30
2025/1/4,永年区,124,7.704,170,94,17,65,1.9,33
2025/1/4,任泽区,124,7.373,154,94,18,63,1.4,42
2025/1/4,大城县,124,7.019,126,94,14,70,1.3,36
2025/1/4,柏乡县,122,6.877,122,92,22,61,1.3,46
2025/1/4,成安县,119,6.836,142,90,10,60,1.2,43
2025/1/4,盐山县,119,7.441,141,90,30,66,1.2,65
2025/1/4,邯山区,118,7.066,143,89,13,68,1.3,38
2025/1/4,容城县,118,7.363,148,89,15,78,1.3,29
2025/1/4,武强县,118,6.742,128,89,17,62,1.1,42
2025/1/4,辛集市,117,6.803,134,88,18,60,1.1,48
2025/1/4,隆尧县,117,7.043,119,88,22,70,1.6,50
2025/1/4,宁晋县,117,7.448,151,88,20,74,1.4,39
2025/1/4,献县,117,6.997,140,88,14,69,1.1,40
2025/1/4,深州市,117,6.909,130,88,24,63,1.1,46
2025/1/4,安新县,115,7.026,142,87,16,70,1.2,31
2025/1/4,曹妃甸区,114,6.824,121,86,12,81,0.9,30
2025/1/4,丛台区,114,6.726,132,86,11,66,1.3,36
2025/1/4,青县,114,6.267,115,86,13,60,1,32
2025/1/4,安平县,114,6.609,124,86,18,66,1.1,25
2025/1/4,襄都区,112,6.6,124,84,10,68,1.6,26
2025/1/4,徐水区,112,6.683,147,84,14,62,1.2,16
2025/1/4,雄县,110,6.869,152,83,11,66,1.2,31
2025/1/4,霸州市,110,7.215,147,83,12,81,1.3,31
2025/1/4,高邑县,109,6.395,121,82,19,54,1.6,41
2025/1/4,文安县,109,6.505,114,82,14,71,1.1,40
2025/1/4,滦南县,107,6.857,130,80,14,80,1.2,29
2025/1/4,路南区,104,6.509,116,69,12,87,1.1,37
2025/1/4,开平区,104,6.591,114,78,14,76,1.5,36
2025/1/4,内丘县,104,6.299,122,78,17,56,1.5,43
2025/1/4,蠡县,104,6.108,117,78,14,57,1.1,44
2025/1/4,复兴区,103,6.294,125,77,14,54,1.5,56
2025/1/4,磁县,102,6.267,126,76,14,55,1.4,54
2025/1/4,路北区,101,6.397,116,69,12,82,1.2,35
2025/1/4,滦州市,101,6.931,126,74,25,81,1.6,28
2025/1/4,栾城区,100,6.286,120,75,19,64,1.4,26
2025/1/4,深泽县,100,6.083,116,75,14,60,1.1,44
2025/1/4,赵县,100,6.486,129,75,18,63,1.6,36
2025/1/4,昌黎县,100,7.003,122,75,28,77,2,36
2025/1/4,北戴河区,99,6.233,112,64,16,79,1.4,34
2025/1/4,肃宁县,99,6.287,125,74,18,64,1.1,34
2025/1/4,饶阳县,99,6.235,110,74,21,68,1.1,36
2025/1/4,博野县,98,6.259,122,73,22,59,1.2,46
2025/1/4,丰南区,97,6.147,107,72,10,77,1.2,27
2025/1/4,乐亭县,97,6.585,132,72,16,76,1,36
2025/1/4,临城县,97,5.839,116,72,18,46,1.4,52
2025/1/4,莲池区,97,5.708,106,72,9,60,1.1,34
2025/1/4,涿州市,97,5.837,115,59,14,77,0.9,20
2025/1/4,河间市,97,6.349,126,72,16,70,1,36
2025/1/4,安次区,97,6.175,108,72,9,76,1.2,36
2025/1/4,固安县,97,5.962,113,63,13,77,1,25
2025/1/4,定兴县,95,5.714,94,64,10,76,1.2,28
2025/1/4,广阳区,95,5.922,105,66,10,76,1,35
2025/1/4,丰润区,94,6.062,115,70,12,68,1.4,27
2025/1/4,海港区,94,5.665,99,54,17,75,1.3,36
2025/1/4,任丘市,94,6.453,124,69,22,75,1.1,31
2025/1/4,信都区,93,5.813,107,69,15,58,1.5,38
2025/1/4,元氏县,92,5.997,122,68,16,56,1.6,39
2025/1/4,竞秀区,92,5.371,102,68,8,52,1.2,38
2025/1/4,高阳县,92,5.767,116,68,16,55,1.2,36
2025/1/4,玉田县,90,5.466,96,58,12,72,1.2,22
2025/1/4,平泉市,90,5.41,82,67,30,43,1.8,48
2025/1/4,裕华区,89,5.803,112,66,10,64,1.4,32
2025/1/4,古冶区,89,6.242,127,66,16,70,1.2,36
2025/1/4,卢龙县,89,6.113,106,65,22,71,1.8,24
2025/1/4,晋州市,88,5.48,108,65,19,50,1.1,38
2025/1/4,迁安市,88,6.047,124,65,18,60,1.8,27
2025/1/4,清苑区,88,5.708,120,65,12,55,1.2,42
2025/1/4,高碑店市,87,5.908,121,64,12,67,1.4,20
2025/1/4,藁城区,85,5.87,119,60,15,68,1.2,33
2025/1/4,山海关区,85,5.324,93,56,14,68,1.2,26
2025/1/4,安国市,84,5.493,106,62,20,52,1.2,44
2025/1/4,香河县,84,5.251,88,62,10,66,1,25
2025/1/4,唐县(保定),83,4.915,116,43,10,52,1.2,42
2025/1/4,长安区,82,5.27,103,52,12,65,1.2,30
2025/1/4,桥西区(石家庄),80,5.21,96,56,11,64,1,33
2025/1/4,抚宁区,80,5.971,110,56,42,61,1.4,36
2025/1/4,武安市,80,5.594,109,47,30,52,1.9,67
2025/1/4,满城区,79,5.303,102,58,11,60,1,41
2025/1/4,峰峰矿区,78,4.866,84,57,18,40,1.3,66
2025/1/4,涞水县,78,5.115,95,57,13,60,1,26
2025/1/4,赞皇县,76,4.944,102,50,17,44,1.4,52
2025/1/4,定州市,73,5.004,95,53,14,54,1,48
2025/1/4,遵化市,73,4.955,87,53,13,56,1.5,33
2025/1/4,望都县,73,4.913,96,48,14,56,1,46
2025/1/4,大厂回族自治县,73,4.314,72,46,8,58,1,22
2025/1/4,井陉矿区,72,4.454,78,31,25,57,0.8,66
2025/1/4,正定县,72,4.462,91,36,14,57,1,36
2025/1/4,无极县,72,4.965,93,52,15,54,1.1,44
2025/1/4,易县,71,4.815,92,48,19,52,1.3,30
2025/1/4,顺平县,71,4.505,91,45,15,44,1.1,47
2025/1/4,新华区(石家庄),70,4.348,89,41,9,52,1,33
2025/1/4,三河市,70,3.738,66,32,9,56,0.7,25
2025/1/4,迁西县,69,4.657,88,50,11,48,1.6,30
2025/1/4,蔚县,69,4.12,88,34,22,30,1.4,68
2025/1/4,双滦区,69,4.648,88,39,32,53,1.2,19
2025/1/4,井陉县,66,4.037,82,31,22,40,0.9,62
2025/1/4,新乐市,65,4.176,80,36,13,47,1.2,50
2025/1/4,行唐县,64,4.09,77,34,12,48,1.1,55
2025/1/4,曲阳县,64,4.407,78,40,18,50,1,56
2025/1/4,鹰手营子矿区,64,3.935,77,32,14,42,1.4,46
2025/1/4,承德县,64,4.15,78,45,15,40,1.4,24
2025/1/4,涉县,63,3.963,76,36,16,35,1.1,69
2025/1/4,鹿泉区,60,4.148,70,38,18,46,0.8,66
2025/1/4,宣化区,60,3.682,69,34,12,38,1,52
2025/1/4,双桥区,59,3.801,68,37,10,47,1.1,25
2025/1/4,灵寿县,57,3.331,64,24,9,41,0.7,61
2025/1/4,阜平县,55,3.305,50,27,14,44,0.5,58
2025/1/4,阳原县,54,2.616,58,12,12,29,0.6,59
2025/1/4,平山县,53,3.069,56,18,10,38,0.6,78
2025/1/4,青龙满族自治县,53,3.463,53,32,10,42,1,52
2025/1/4,隆化县,53,3.493,52,29,26,42,0.8,38
2025/1/4,围场满族蒙古族自治县,53,3.175,56,28,12,34,0.7,56
2025/1/4,兴隆县,52,3.037,49,22,8,41,0.8,56
2025/1/4,丰宁满族自治县,52,3.522,54,34,16,34,1.3,54
2025/1/4,宽城满族自治县,52,3.354,48,26,27,41,1,32
2025/1/4,涿鹿县,51,3.054,52,24,12,33,0.8,64
2025/1/4,涞源县,50,3.602,50,26,26,38,1.4,66
2025/1/4,下花园区,50,2.928,47,16,15,40,0.8,56
2025/1/4,滦平县,48,3.264,48,31,10,34,1.2,60
2025/1/4,怀安县,45,2.315,33,9,12,36,0.5,58
2025/1/4,崇礼区,42,1.901,24,14,8,16,0.4,84
2025/1/4,沽源县,38,1.665,29,5,8,16,0.4,76
2025/1/4,尚义县,38,2.298,34,16,7,30,0.4,62
2025/1/4,康保县,36,1.174,17,4,7,6,0.4,72
2025/1/4,万全区,36,2.403,36,18,12,25,0.7,60
2025/1/4,赤城县,36,1.493,22,8,9,10,0.4,72
2025/1/4,怀来县,35,2.495,34,20,12,26,0.6,70
2025/1/4,桥西区(张家口),34,1.913,34,14,5,17,0.5,63
2025/1/4,张北县,34,1.871,24,10,10,20,0.6,68
2025/1/4,桥东区,33,1.931,32,15,5,17,0.5,66
2025/1/5,孟村回族自治县,148,8.146,182,113,16,59,1.1,48
2025/1/5,故城县,142,7.849,180,108,13,51,1,72
2025/1/5,海兴县,138,7.477,163,105,19,50,1.1,49
2025/1/5,景县,138,7.442,173,105,11,46,1,62
2025/1/5,盐山县,137,7.771,170,104,20,57,1.1,54
2025/1/5,吴桥县,137,7.505,183,104,14,44,0.9,58
2025/1/5,枣强县,134,7.776,198,102,11,46,1,72
2025/1/5,新华区(沧州),133,6.978,152,101,8,48,1,54
2025/1/5,东光县,132,7.862,186,100,16,59,1.1,53
2025/1/5,南皮县,132,7.496,168,100,8,60,1.1,53
2025/1/5,运河区,129,7.116,164,98,10,50,0.9,53
2025/1/5,青县,127,6.606,138,96,10,49,1,40
2025/1/5,泊头市,127,7.252,151,96,17,59,1,55
2025/1/5,黄骅市,125,7.021,143,95,14,59,1.1,45
2025/1/5,清河县,124,7.588,190,94,12,52,1,70
2025/1/5,沧县,124,7.194,168,94,14,52,1,52
2025/1/5,阜城县,124,7.411,168,94,12,60,1,60
2025/1/5,武邑县,122,7.019,158,92,11,52,1,64
2025/1/5,威县,116,7.114,181,86,17,44,1,70
2025/1/5,临西县,115,7.415,180,87,20,53,1.1,68
2025/1/5,大城县,114,6.557,139,86,11,53,1.1,53
2025/1/5,冀州区,114,6.823,166,86,14,42,1,74
2025/1/5,南宫市,112,6.924,174,79,15,49,1,73
2025/1/5,桃城区,112,6.668,164,84,12,42,0.9,72
2025/1/5,武强县,112,6.496,152,84,12,43,0.9,68
2025/1/5,开平区,109,6.454,116,82,16,61,1.4,50
2025/1/5,献县,109,6.767,165,82,10,50,1,64
2025/1/5,丰南区,108,6.34,117,81,10,66,1.2,38
2025/1/5,滦南县,108,6.455,124,81,14,60,1.3,50
2025/1/5,邱县,107,6.332,164,68,14,44,1.1,70
2025/1/5,广宗县,106,6.194,161,66,11,48,0.8,68
2025/1/5,肥乡区,103,5.538,155,51,10,40,0.8,80
2025/1/5,文安县,103,6.198,122,77,16,54,1,62
2025/1/5,曹妃甸区,102,6.286,116,76,14,68,1,44
2025/1/5,曲周县,102,6.102,154,58,14,54,1,66
2025/1/5,新河县,102,6.393,154,74,13,47,0.9,74
2025/1/5,肃宁县,102,6.318,154,71,14,48,1.1,61
2025/1/5,河间市,101,6.262,151,70,13,52,1,54
2025/1/5,深州市,101,6.232,151,70,18,44,0.9,72
2025/1/5,鸡泽县,100,5.819,149,51,20,46,1.4,64
2025/1/5,乐亭县,99,6.44,136,74,17,60,1.2,48
2025/1/5,大名县,99,6.155,148,67,14,48,1,71
2025/1/5,广平县,99,5.494,147,52,14,39,1,72
2025/1/5,魏县,99,5.623,147,54,10,43,1,78
2025/1/5,平乡县,99,5.677,148,56,12,44,0.9,70
2025/1/5,永年区,98,5.51,146,44,19,44,1.4,64
2025/1/5,路南区,97,6.463,118,72,14,75,1.2,50
2025/1/5,宁晋县,97,5.604,144,52,10,51,0.9,63
2025/1/5,馆陶县,96,6.299,142,70,14,54,1.1,66
2025/1/5,沙河市,95,5.65,139,46,24,47,1.4,68
2025/1/5,南和区,94,5.153,137,43,13,47,0.8,60
2025/1/5,雄县,94,5.412,137,54,9,47,0.9,58
2025/1/5,任丘市,93,5.828,135,58,19,54,0.9,56
2025/1/5,永清县,93,5.772,122,69,8,50,1.1,64
2025/1/5,路北区,92,6.13,114,68,14,69,1.2,48
2025/1/5,任泽区,92,4.935,134,41,12,41,0.8,68
2025/1/5,辛集市,90,5.218,130,56,10,37,0.8,75
2025/1/5,临漳县,90,4.636,130,36,12,33,0.9,80
2025/1/5,武安市,90,5.012,129,37,24,39,1.1,74
2025/1/5,博野县,90,5.339,130,52,20,41,0.8,70
2025/1/5,饶阳县,90,5.788,130,66,14,47,0.9,66
2025/1/5,卢龙县,89,5.801,103,66,18,58,1.6,47
2025/1/5,巨鹿县,89,5.116,128,53,10,40,0.8,65
2025/1/5,安平县,89,5.591,128,64,14,46,0.8,56
2025/1/5,深泽县,88,4.948,126,49,10,38,0.8,69
2025/1/5,复兴区,88,4.9,126,43,14,38,1,70
2025/1/5,安新县,88,5.174,126,54,12,41,0.8,65
2025/1/5,滦州市,87,5.86,107,64,20,58,1.5,55
2025/1/5,昌黎县,87,5.597,94,64,21,56,1.3,56
2025/1/5,成安县,87,4.497,123,36,10,35,0.8,75
2025/1/5,容城县,87,5.403,123,58,11,48,0.8,65
2025/1/5,蠡县,87,5.264,124,57,11,42,0.8,69
2025/1/5,固安县,87,5.352,124,52,11,52,0.8,66
2025/1/5,霸州市,87,5.477,124,57,8,52,1,63
2025/1/5,唐县(保定),86,3.893,122,28,6,26,0.6,72
2025/1/5,元氏县,84,3.57,118,23,8,21,0.4,75
2025/1/5,赵县,84,4.227,117,35,9,34,0.6,65
2025/1/5,迁安市,84,5.326,108,62,12,41,1.5,66
2025/1/5,海港区,84,5.528,103,58,15,67,1,36
2025/1/5,涿州市,84,4.904,117,46,12,45,0.7,67
2025/1/5,北戴河区,83,5.558,102,61,14,62,1,52
2025/1/5,藁城区,82,3.941,114,26,6,36,0.6,67
2025/1/5,隆尧县,82,4.744,113,44,10,44,0.6,73
2025/1/5,高阳县,82,4.811,114,51,12,38,0.8,60
2025/1/5,安国市,82,4.728,114,47,15,36,0.7,69
2025/1/5,晋州市,81,4.071,112,34,12,27,0.8,68
2025/1/5,古冶区,81,5.442,112,56,16,52,1.2,60
2025/1/5,临城县,81,3.676,112,27,10,22,0.4,78
2025/1/5,内丘县,81,3.733,111,26,10,26,0.5,74
2025/1/5,清苑区,81,4.184,112,36,7,34,0.6,70
2025/1/5,赞皇县,80,3.201,109,20,10,12,0.4,81
2025/1/5,平山县,80,3.747,110,26,8,28,0.5,76
2025/1/5,丛台区,80,4.676,109,44,12,41,0.9,66
2025/1/5,襄都区,80,4.159,109,32,6,38,0.8,70
2025/1/5,信都区,80,3.869,110,29,9,26,0.6,83
2025/1/5,柏乡县,80,4.24,110,39,10,32,0.6,70
2025/1/5,阳原县,80,3.04,110,18,7,10,0.4,78
2025/1/5,定州市,79,4.249,108,39,10,34,0.6,68
2025/1/5,栾城区,79,3.563,108,28,8,20,0.5,74
2025/1/5,山海关区,79,5.134,92,58,15,57,1,38
2025/1/5,抚宁区,79,5.506,107,57,28,50,1.2,53
2025/1/5,邯山区,79,4.339,108,34,12,40,0.8,68
2025/1/5,徐水区,79,4.757,108,54,11,36,0.8,62
2025/1/5,望都县,79,3.945,107,32,8,30,0.6,75
2025/1/5,平泉市,79,4.944,72,58,32,38,1.6,60
2025/1/5,井陉县,78,3.461,106,24,10,20,0.5,75
2025/1/5,无极县,78,3.913,106,31,9,31,0.6,70
2025/1/5,鹿泉区,78,3.735,106,35,8,20,0.4,78
2025/1/5,玉田县,78,5.171,96,57,11,54,1.2,54
2025/1/5,磁县,77,3.929,104,29,11,31,0.7,77
2025/1/5,高碑店市,77,4.607,103,44,10,42,1,66
2025/1/5,安次区,77,5.021,96,56,6,52,0.8,72
2025/1/5,正定县,76,3.478,102,21,8,29,0.5,70
2025/1/5,峰峰矿区,76,3.91,102,32,11,28,0.7,77
2025/1/5,桥西区(石家庄),75,3.433,99,28,6,22,0.4,75
2025/1/5,裕华区,75,3.507,100,32,5,21,0.5,69
2025/1/5,长安区,74,3.482,98,30,6,24,0.4,68
2025/1/5,新华区(石家庄),74,3.127,97,20,5,22,0.5,66
2025/1/5,井陉矿区,74,3.415,98,22,10,26,0.4,75
2025/1/5,灵寿县,74,3.205,98,21,7,22,0.4,70
2025/1/5,高邑县,74,3.537,98,26,12,24,0.4,79
2025/1/5,新乐市,74,3.401,98,25,9,21,0.6,74
2025/1/5,广阳区,74,4.897,98,54,7,47,0.8,74
2025/1/5,丰润区,73,5.009,95,53,12,50,1.4,54
2025/1/5,定兴县,73,4.774,96,51,8,46,0.9,70
2025/1/5,曲阳县,73,3.898,96,32,12,32,0.7,70
2025/1/5,蔚县,73,3.09,95,20,12,13,0.5,82
2025/1/5,涞水县,72,4.374,93,44,12,38,0.8,70
2025/1/5,顺平县,72,3.101,94,22,10,16,0.4,74
2025/1/5,涉县,71,3.516,91,26,16,20,0.8,81
2025/1/5,行唐县,70,3.335,90,24,6,27,0.6,70
2025/1/5,莲池区,70,3.846,90,40,7,29,0.5,72
2025/1/5,易县,70,3.923,89,34,15,28,1,77
2025/1/5,涞源县,68,3.061,86,20,16,15,0.5,79
2025/1/5,竞秀区,66,3.29,82,31,5,21,0.6,76
2025/1/5,满城区,66,2.959,82,21,9,18,0.4,78
2025/1/5,迁西县,64,4.019,78,42,10,34,1.4,54
2025/1/5,阜平县,62,3.321,74,26,11,30,0.4,78
2025/1/5,香河县,59,3.692,67,36,6,41,0.6,69
2025/1/5,双滦区,56,3.047,62,24,9,30,0.6,68
2025/1/5,大厂回族自治县,56,3.404,62,33,12,34,0.6,60
2025/1/5,遵化市,55,3.519,59,33,11,37,1,60
2025/1/5,鹰手营子矿区,55,2.923,60,22,9,26,0.9,66
2025/1/5,承德县,55,3.19,59,32,8,24,1,72
2025/1/5,双桥区,54,3.159,57,32,6,26,0.9,73
2025/1/5,三河市,53,2.886,56,21,10,30,0.5,71
2025/1/5,宣化区,51,2.333,52,16,8,18,0.4,72
2025/1/5,涿鹿县,51,1.986,52,12,6,9,0.4,76
2025/1/5,兴隆县,51,2.846,51,21,10,28,0.8,72
2025/1/5,青龙满族自治县,50,3.363,50,33,9,33,1,77
2025/1/5,宽城满族自治县,48,3.308,48,26,25,34,1,58
2025/1/5,下花园区,44,2.349,44,9,12,25,0.6,78
2025/1/5,怀安县,44,2.408,44,12,10,28,0.4,75
2025/1/5,丰宁满族自治县,42,2.527,42,22,10,20,0.8,69
2025/1/5,沽源县,41,1.738,41,8,7,12,0.3,69
2025/1/5,桥东区,40,1.932,40,16,4,12,0.3,74
2025/1/5,崇礼区,40,1.608,34,11,5,6,0.3,80
2025/1/5,滦平县,40,2.626,40,24,6,24,0.8,75
2025/1/5,怀来县,39,1.703,33,12,8,8,0.3,77
2025/1/5,隆化县,39,2.765,39,22,16,28,0.6,74
2025/1/5,围场满族蒙古族自治县,39,2.233,36,18,10,18,0.4,78
2025/1/5,桥西区(张家口),38,1.898,38,16,4,11,0.4,73
2025/1/5,万全区,38,1.922,38,14,10,10,0.4,74
2025/1/5,赤城县,37,1.389,32,5,8,6,0.2,73
2025/1/5,尚义县,36,1.717,35,14,4,10,0.2,72
2025/1/5,康保县,34,1.147,28,4,5,3,0.2,68
2025/1/5,张北县,33,1.451,32,6,7,8,0.4,65
2025/1/6,武安市,67,3.8,84,25,19,39,0.9,59
2025/1/6,魏县,61,3.159,72,26,6,31,0.4,66
2025/1/6,临漳县,60,2.983,70,21,8,28,0.5,68
2025/1/6,广宗县,60,3.444,70,25,16,39,0.4,62
2025/1/6,沙河市,60,3.367,69,25,10,39,0.7,56
2025/1/6,大名县,59,3.145,67,26,8,31,0.5,66
2025/1/6,广平县,59,2.967,68,22,10,26,0.6,64
2025/1/6,平乡县,59,3.183,67,26,8,34,0.5,60
2025/1/6,肥乡区,58,2.688,66,18,6,23,0.4,73
2025/1/6,永年区,58,3.036,66,22,8,34,0.6,53
2025/1/6,威县,58,3.283,66,24,13,36,0.5,66
2025/1/6,临西县,58,3.213,65,25,14,32,0.5,66
2025/1/6,乐亭县,57,3.041,64,23,14,30,0.5,58
2025/1/6,曲周县,57,3.077,64,24,8,34,0.4,63
2025/1/6,复兴区,56,3.012,62,26,5,32,0.5,60
2025/1/6,成安县,56,2.738,62,20,6,26,0.5,65
2025/1/6,邱县,56,2.754,62,19,6,28,0.4,68
2025/1/6,磁县,54,2.764,57,20,7,29,0.5,66
2025/1/6,鸡泽县,53,2.615,56,16,8,28,0.5,64
2025/1/6,峰峰矿区,52,2.673,54,21,8,24,0.6,67
2025/1/6,襄都区,52,2.658,53,16,6,33,0.6,59
2025/1/6,南和区,52,2.783,53,18,9,36,0.4,58
2025/1/6,清河县,52,2.695,53,19,8,30,0.4,66
2025/1/6,涿州市,52,2.837,53,17,9,39,0.4,59
2025/1/6,滦南县,51,2.921,52,24,10,32,0.7,56
